review_priority,suggested_action_code,source_system,source_db,owner,table_name,table_comment,num_rows_stats,inferred_domain_original,inferred_domain_refined,domain_refine_reason,column_count_in_current_file,has_primary_key,dependency_count,object_type,low_row_decision,low_row_reason,manual_decision,manual_note
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BM_CENTERDEPTMAKE,,148,科室/组织,科室/组织,,63,true,1,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BM_BUDGETCENTERDEPT,,39,科室/组织,科室/组织,,45,true,1,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_ORGS,,337,科室/组织,科室/组织,,134,true,0,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_ORGTYPE,,50,科室/组织,科室/组织,,27,true,0,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,OM_JOB,,326,岗位/职务,岗位/职务,,38,true,1,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,SM_USER,,987,用户账号,用户账号,,39,true,7,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_ACCOUNT,,2757,用户账号,用户账号,,42,true,0,table,not_applied,,,
P0,NEED_FIELDS,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,WA_DATA,,124520,其他,薪酬/绩效,WA_ 工资薪酬,0,true,3,table,not_applied,,,
P0,NEED_FIELDS,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,WA_WACLASS,,8,字典/编码,薪酬/绩效,WA_ 工资薪酬,0,true,3,table,keep,强制保留白名单,,
P0,NEED_FIELDS,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,WA_ITEM,,86,其他,薪酬/绩效,WA_ 工资薪酬,0,true,1,table,not_applied,,,
P0,NEED_FIELDS,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,WA_PSNTAX,,109984,人员,薪酬/绩效,WA_ 工资薪酬,0,false,0,table,not_applied,,,
P0,NEED_FIELDS,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,WA_CLASSITEM,,9955,字典/编码,薪酬/绩效,WA_ 工资薪酬,0,true,0,table,not_applied,,,
P0,NEED_FIELDS,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,WA_ITEMPOWER,,2230,人员,薪酬/绩效,WA_ 工资薪酬,0,true,0,table,not_applied,,,
P0,NEED_FIELDS,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,WA_PSNHI_B,,199,人员,薪酬/绩效,WA_ 工资薪酬,0,true,0,table,not_applied,,,
P0,NEED_FIELDS,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,WA_PSNHI,,6,人员,薪酬/绩效,WA_ 工资薪酬,0,true,0,table,keep,强制保留白名单,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_MATERIAL,,37976,供应商/物资,供应商/物资,,118,true,31,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_SUPPLIER,,3035,供应商/物资,供应商/物资,,97,true,15,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,SCM_BATCHCODE,,75445,供应商/物资,供应商/物资,,45,true,11,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_MATERIALSTOCK,,37766,供应商/物资,供应商/物资,,124,true,4,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_SUPPLIERCLASS,,4,供应商/物资,供应商/物资,,32,true,1,table,keep,强制保留白名单,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PO_INVOICE_B,,699846,供应商/物资,采购/请购,PO_ 采购订单与发票,118,true,4,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PO_INVOICE,,11036,供应商/物资,采购/请购,PO_ 采购订单与发票,91,true,2,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PO_PRAYBILL_B,,176218,财务,采购/请购,PO_ 采购订单与发票,98,true,1,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IC_ONHANDDIM,,237814,其他,库存/出入库,IC_ 入库出库流水,34,true,12,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IC_ONHANDNUM,,189118,其他,库存/出入库,IC_ 入库出库流水,21,true,12,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IC_MATERIAL_B,,1280451,供应商/物资,库存/出入库,IC_ 入库出库流水,168,true,8,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IC_MATERIAL_H,,176371,供应商/物资,库存/出入库,IC_ 入库出库流水,60,true,8,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IC_PURCHASEIN_B,,255134,其他,库存/出入库,IC_ 入库出库流水,200,true,2,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IC_PURCHASEIN_H,,68786,其他,库存/出入库,IC_ 入库出库流水,80,true,2,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IC_ONHANDSN,,1428995,其他,库存/出入库,IC_ 入库出库流水,19,true,1,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IC_GENERALIN_B,,324497,其他,库存/出入库,IC_ 入库出库流水,118,true,1,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IC_GENERALIN_H,,105990,其他,库存/出入库,IC_ 入库出库流水,57,true,1,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,GL_DETAIL,,1086132,财务,财务/总账,GL_ 总账凭证明细,87,true,1,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,GL_DOCFREE1,,21809,财务,财务/总账,GL_ 总账凭证明细,34,true,1,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IA_DETAILLEDGER,,3114644,其他,财务/辅助账,IA_ 辅助账/明细账,178,true,0,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IA_ASSISTANTLEDGER,,2230170,其他,财务/辅助账,IA_ 辅助账/明细账,37,true,0,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_BILLTYPE,,1852,财务,财务,,43,true,5,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_VOUCHERTYPE,,5,财务,财务,,31,true,1,table,keep,强制保留白名单,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,FA_CARD,,115442,其他,固定资产/设备,FA_ 固定资产卡片与折旧,77,true,61,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,FA_CARDHISTORY,,1454132,其他,固定资产/设备,FA_ 固定资产卡片与折旧,80,true,60,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,FA_CARDSUB,,115832,其他,固定资产/设备,FA_ 固定资产卡片与折旧,83,true,59,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,FA_CATEGORY,,5893,其他,固定资产/设备,FA_ 固定资产卡片与折旧,39,true,44,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PAM_EQUIP,,55337,其他,固定资产/设备,PAM_/ZC_ 设备资产主数据,223,true,3,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,FA_CAPITALSOURCE,,115955,其他,固定资产/设备,FA_ 固定资产卡片与折旧,12,true,1,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,FA_DEPTSCALE,,36505,科室/组织,固定资产/设备,FA_ 固定资产卡片与折旧,10,true,1,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PAM_CATEGORY,,5926,其他,固定资产/设备,PAM_/ZC_ 设备资产主数据,47,true,1,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PAM_ADDREDUCESTYLE,,23,其他,固定资产/设备,PAM_/ZC_ 设备资产主数据,21,true,1,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PAM_STATUS,,6,其他,固定资产/设备,PAM_/ZC_ 设备资产主数据,40,true,1,table,keep,强制保留白名单,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_DEFDOC,,22087,字典/编码,字典/编码,,50,true,26,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_MARBASCLASS,,38,字典/编码,字典/编码,,41,true,19,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,MD_ENUMVALUE,,10133,字典/编码,字典/编码,,11,true,3,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_STORDOC,,135,其他,其他,,45,true,20,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_MEASDOC,,113,其他,其他,,22,true,17,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_PROJECT,,1523,其他,其他,,179,true,2,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_ADDRESS,,8487,其他,其他,,15,true,1,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_COUNTRYZONE,,238,其他,其他,,34,true,1,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_FUNDSOURCE,,13,其他,其他,,39,true,1,table,not_applied,,,
P0,KEEP_CORE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_ACCPERIODMONTH,,120,其他,其他,,14,true,0,table,not_applied,,,
P0_empty,KEEP_CORE_EMPTY,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HI_PSNDOC_CTRT,,0,人员,人员,,47,true,1,table,keep,强制保留白名单,,
P0_empty,KEEP_CORE_EMPTY,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HI_PSNDOC_LANGABILITY,,0,人员,人员,,19,true,1,table,keep,强制保留白名单,,
P0_empty,KEEP_CORE_EMPTY,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HI_PSNDOC_TITLE,,0,人员,人员,,27,true,1,table,keep,强制保留白名单,,
P0_empty,KEEP_CORE_EMPTY,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HI_PSNTRANSTER,,0,人员,人员,,34,true,1,table,keep,强制保留白名单,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PUB_BILLTEMPLET_B,,343194,人员,人员,,50,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,FIP_TEMPLATECELL,,21124,人员,人员,,9,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PUB_BILLTEMPLET_T,,13233,人员,人员,,18,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PUB_SYSTEMPLATE_BASE,,12960,人员,人员,,12,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,CP_PSNDOC_FILESYSTEM,,12919,人员,人员,,23,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,TEMP_BD_MATERIAL20230308,,12499,人员,人员,,2,false,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_PSNBANKACC,,9046,人员,人员,,14,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PUB_SYSTEMPLATE,,7737,人员,人员,,18,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HI_PSNJOB_20241220,,4620,人员,人员,,73,false,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PUB_BILLTEMPLET,,4546,人员,人员,,20,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_YLPSNCLINFOSET,,4410,人员,人员,,16,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,CP_PSNJOB,,4167,人员,人员,,31,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_PSNJOB,,4098,人员,人员,,38,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_PSNJOB_20241220,,3558,人员,人员,,38,false,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,FIP_TEMPLATEROW,,3529,人员,人员,,7,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HI_PSNORG,,3287,人员,人员,,25,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HI_PSNORG_20241220,,3129,人员,人员,,25,false,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_PSNDOC_20241220,,3124,人员,人员,,115,false,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_PSNDOC20230903,,2909,人员,人员,,114,false,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PUB_PRINT_TEMPLATE,,2883,人员,人员,,42,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PUB_QUERY_TEMPLET,,2579,人员,人员,,16,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,CP_PSNDOC,,2181,人员,人员,,48,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HI_PSNDOC_GLBDEF1,,1393,人员,人员,,16,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HI_PSNDOC_WORK,,1249,人员,人员,,29,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PUB_MSGTEMP,,1018,人员,人员,,21,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PUB_MSGTEMP_VAR,,919,人员,人员,,7,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PUB_SYSINITTEMP,,879,人员,人员,,28,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,FIP_TRANSTEMPLATE,,862,人员,人员,,33,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PUB_MSGTEMP_TYPE,,779,人员,人员,,14,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_PSNCLINFOSET,,581,人员,人员,,16,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,GFC_TEMPDETAILFEILD,,506,人员,人员,,8,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HI_PSNDOC_GLBDEF4,,466,人员,人员,,16,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,CP_APPSNODE,,391,人员,人员,,31,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_TEMPLETITEM,,248,人员,人员,,9,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,CP_RELAPPSNODE,,222,人员,人员,,19,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,SCM_TEMPSAVE,,198,人员,人员,,8,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,CP_QUERY_TEMPLATE,,197,人员,人员,,37,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HI_PSNDOC_RETIRE,,197,人员,人员,,32,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HI_PSNDOC_GLBDEF3,,184,人员,人员,,24,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_YLPSNCLRULE,,57,人员,人员,,9,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,GFC_TEMPDETAIL,,49,人员,人员,,5,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PUB_REPORT_TEMPLET,,41,人员,人员,,11,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_ACCFIELDCTTEMP,,34,人员,人员,,12,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,OAFF_TRADETEMPLATE,,33,人员,人员,,19,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,CP_SYSINITTEMP,,29,人员,人员,,37,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,CP_PRINT_TEMPLATE,,26,人员,人员,,38,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_PSNCLRULE,,19,人员,人员,,8,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,GFC_TEMPLATE,,17,人员,人员,,58,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,UW_TEMPLATE,,13,人员,人员,,0,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_PSNIDTYPE,,8,人员,人员,,24,true,0,table,keep,少行维度/分类根表,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HI_PSNDOC_YEAREXAMINE,,5,人员,人员,,15,true,0,table,keep,人员档案子表(NC固定结构),,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_PSNDOC_C,,4,人员,人员,,8,true,0,table,drop,num_rows=4 < 10 且非字典/非关系种子,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HI_PSNJOB_000204,,4,人员,人员,,72,false,0,table,drop,num_rows=4 < 10 且非字典/非关系种子,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,OAFF_TRADETEMPTYPE,,4,人员,人员,,10,true,0,table,keep,少行维度/分类根表,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_ASSIGN_TEMP,,2,人员,人员,,20,true,0,table,drop,num_rows=2 < 10 且非字典/非关系种子,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HI_PSNDOC_NATIONDUTY,,2,人员,人员,,43,true,0,table,keep,人员档案子表(NC固定结构),,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HI_PSNJOB_002392,,2,人员,人员,,73,false,0,table,drop,num_rows=2 < 10 且非字典/非关系种子,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,OAKM_PSNDISKSET,,1,人员,人员,,10,true,0,table,drop,num_rows=1 < 10 且非字典/非关系种子,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_MARORG,,102407,科室/组织,科室/组织,,8,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,COPRO_DEPTCOSTFLOW,,66588,科室/组织,科室/组织,,27,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,COPRO_DEPTCOST_B,,29140,科室/组织,科室/组织,,34,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,SM_SUBJECT_ORG,,24637,科室/组织,科室/组织,,10,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,DC_DEPTCOST_B,,5994,科室/组织,科室/组织,,35,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_CLOSEACC,,5279,科室/组织,科室/组织,,36,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_SUPORG,,1682,科室/组织,科室/组织,,8,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BM_BUDGETRECORDSDEPT,,976,科室/组织,科室/组织,,11,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HPF_DEPT,,526,科室/组织,科室/组织,,56,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,CP_ORGS,,337,科室/组织,科室/组织,,90,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_REPORTORG,,328,科室/组织,科室/组织,,72,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_REPORTORG_V,,328,科室/组织,科室/组织,,72,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_RELATION_DEPT,,321,科室/组织,科室/组织,,44,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,CODC_DEPTLEVELDATA_B,,273,科室/组织,科室/组织,,33,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_DEPTSTRUMEM_V,,233,科室/组织,科室/组织,,8,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,OM_DEPTHISTORY,,225,科室/组织,科室/组织,,22,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_ORGS_V,,155,科室/组织,科室/组织,,129,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BM_DEPTPOWER,,147,科室/组织,科室/组织,,35,true,0,table,not_applied,,,
P1,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_ORGTYPESERVICE,,66,科室/组织,科室/组织,,8,true,0,table,not_applied,,,
