system_code,source_code,source_db,schema_name,table_name,full_name,table_comment,domain,table_role,include_status,governance_import_status,review_status,num_rows_stats,exclude_reason,source_file_name,confirmation_status,manual_confirm_question
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DOCK_CALL_LOG,DRUG_USER.DOCK_CALL_LOG,对接三方的日志,药品,asset_table,excluded,excluded,excluded_by_recheck,3198052,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_YPID,DRUG_USER.DRUG_YPID,药品ID临时表,药品,intermediate,excluded,excluded,excluded_by_recheck,1411,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,MED_CHECK_DETAIL_copy1,DRUG_USER.MED_CHECK_DETAIL_copy1,盘点明细表,药品,intermediate,excluded,excluded,excluded_by_recheck,5274,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,MED_DICT_FACTORY_copy1,DRUG_USER.MED_DICT_FACTORY_copy1,药品字典厂商,药品,intermediate,excluded,excluded,excluded_by_recheck,1562,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,MED_DRUG_LOC_copy1,DRUG_USER.MED_DRUG_LOC_copy1,药品库位对照表,药品,intermediate,excluded,excluded,excluded_by_recheck,17691,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,MED_TRACE_RECORD,DRUG_USER.MED_TRACE_RECORD,药品追溯码记录表,药品,intermediate,excluded,excluded,excluded_by_recheck,6267417,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,MED_TRACE_RECORD_copy1,DRUG_USER.MED_TRACE_RECORD_copy1,药品追溯码记录表,药品,intermediate,excluded,excluded,excluded_by_recheck,30,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,MED_TRACE_STORGE,DRUG_USER.MED_TRACE_STORGE,药品追溯码库存表,药品,intermediate,excluded,excluded,excluded_by_recheck,4591694,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,MED_TRACE_STORGE_copy1,DRUG_USER.MED_TRACE_STORGE_copy1,药品追溯码库存表,药品,intermediate,excluded,excluded,excluded_by_recheck,30,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,MESSAGE_CENTER,DRUG_USER.MESSAGE_CENTER,PDA消息提醒,药品,intermediate,excluded,excluded,excluded_by_recheck,0,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,PHA_CHECK_DETAIL_copy1,DRUG_USER.PHA_CHECK_DETAIL_copy1,药房盘点明细表,药品,intermediate,excluded,excluded,excluded_by_recheck,36531,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,PHA_FIN_MONTHDETAIL_copy1,DRUG_USER.PHA_FIN_MONTHDETAIL_copy1,财务月结明细表,药品,intermediate,excluded,excluded,excluded_by_recheck,3262,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,PHA_FIN_MONTHSETTLE_copy1,DRUG_USER.PHA_FIN_MONTHSETTLE_copy1,财务月结主表,药品,intermediate,excluded,excluded,excluded_by_recheck,7,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,PHA_INIT_ACCOUNT_copy1,DRUG_USER.PHA_INIT_ACCOUNT_copy1,药房初始化建账表,药品,intermediate,excluded,excluded,excluded_by_recheck,3308,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,PHA_STORAGE_copy1,DRUG_USER.PHA_STORAGE_copy1,药房库存信息,药品,intermediate,excluded,excluded,excluded_by_recheck,3308,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,PHA_STORAGE_copy2,DRUG_USER.PHA_STORAGE_copy2,药房库存信息,药品,intermediate,excluded,excluded,excluded_by_recheck,4512,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,PRINT_DEBUG_LOG,DRUG_USER.PRINT_DEBUG_LOG,报表打印debuglog表,药品,asset_table,excluded,excluded,excluded_by_recheck,42842,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,TEMP_REQ_INFO,DRUG_USER.TEMP_REQ_INFO,发药临时表,药品,intermediate,excluded,excluded,excluded_by_recheck,,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,TRACE_UPLOAD_TIME_LOG,DRUG_USER.TRACE_UPLOAD_TIME_LOG,追溯码时间段上传日志表,药品,asset_table,excluded,excluded,excluded_by_recheck,2012,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,VIEW_DEBUG_LOG,DRUG_USER.VIEW_DEBUG_LOG,报表打印debuglog表,药品,asset_table,excluded,excluded,excluded_by_recheck,64818,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,EXAM,BACKUP_PATIENT,EXAM.BACKUP_PATIENT,需要人工确认,患者主索引,master_data,excluded,excluded,excluded_by_recheck,0,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,EXAM,BACKUP_STUDY,EXAM.BACKUP_STUDY,需要人工确认,检查,master_data,excluded,excluded,excluded_by_recheck,0,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPADM,ADT_LOG_BACKUP2025,INPADM.ADT_LOG_BACKUP2025,需要人工确认,住院就诊,asset_table,excluded,excluded,excluded_by_recheck,13,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPADM,ADT_LOG_C0525325,INPADM.ADT_LOG_C0525325,需要人工确认,住院就诊,asset_table,excluded,excluded,excluded_by_recheck,7,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPADM,BED_TRANS_LOG,INPADM.BED_TRANS_LOG,需要人工确认,住院就诊,master_data,excluded,excluded,excluded_by_recheck,1774570,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPADM,BED_TRANS_LOG_BACKUP2025,INPADM.BED_TRANS_LOG_BACKUP2025,需要人工确认,住院就诊,asset_table,excluded,excluded,excluded_by_recheck,18,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPADM,BED_TRANS_LOG_C0525325,INPADM.BED_TRANS_LOG_C0525325,需要人工确认,住院就诊,asset_table,excluded,excluded,excluded_by_recheck,7,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPADM,ERROR_LOG,INPADM.ERROR_LOG,需要人工确认,住院就诊,master_data,excluded,excluded,excluded_by_recheck,0,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPADM,LEND_BED_LOG,INPADM.LEND_BED_LOG,需要人工确认,住院就诊,master_data,excluded,excluded,excluded_by_recheck,194332,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPADM,MEDICAL_QC_LOG,INPADM.MEDICAL_QC_LOG,需要人工确认,住院就诊,master_data,excluded,excluded,excluded_by_recheck,0,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPADM,PATS_IN_HOSPITAL_BACKUP2025,INPADM.PATS_IN_HOSPITAL_BACKUP2025,需要人工确认,住院就诊,master_data,excluded,excluded,excluded_by_recheck,0,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPADM,PATS_IN_HOSPITAL_BK,INPADM.PATS_IN_HOSPITAL_BK,需要人工确认,住院就诊,master_data,excluded,excluded,excluded_by_recheck,99,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPADM,PAT_VISIT_BACKUP2025,INPADM.PAT_VISIT_BACKUP2025,需要人工确认,住院就诊,master_data,excluded,excluded,excluded_by_recheck,3,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPBILL,CASHER_WORKING_LOG,INPBILL.CASHER_WORKING_LOG,收款员工作日志,住院就诊,asset_table,excluded,excluded,excluded_by_recheck,221765,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPBILL,DOWNLOAD_LIST,INPBILL.DOWNLOAD_LIST,需要人工确认,住院就诊,master_data,excluded,excluded,excluded_by_recheck,0,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPBILL,INP_BILL_DETAIL_B,INPBILL.INP_BILL_DETAIL_B,住院费用结账后计的费用备份,住院就诊,intermediate,excluded,excluded,excluded_by_recheck,68,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPBILL,INP_BILL_DETAIL_BACKUP0105,INPBILL.INP_BILL_DETAIL_BACKUP0105,需要人工确认,住院就诊,detail_fact,excluded,excluded,excluded_by_recheck,2,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPBILL,INP_BILL_DETAIL_BACKUP2025,INPBILL.INP_BILL_DETAIL_BACKUP2025,需要人工确认,住院就诊,detail_fact,excluded,excluded,excluded_by_recheck,128,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPBILL,INP_BILL_DETAIL_BK,INPBILL.INP_BILL_DETAIL_BK,需要人工确认,住院就诊,detail_fact,excluded,excluded,excluded_by_recheck,527,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPBILL,INP_BILL_DETAIL_SETTLE_BK,INPBILL.INP_BILL_DETAIL_SETTLE_BK,结算退费明细,住院就诊,detail_fact,excluded,excluded,excluded_by_recheck,213831,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPBILL,INP_BILL_DETAIL_copy1,INPBILL.INP_BILL_DETAIL_copy1,住院病人费用明细记录,住院就诊,intermediate,excluded,excluded,excluded_by_recheck,0,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPBILL,INP_BILL_DETAIL_copy2,INPBILL.INP_BILL_DETAIL_copy2,住院病人费用明细记录,住院就诊,intermediate,excluded,excluded,excluded_by_recheck,0,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPBILL,INP_BILL_DETAIL_copy3,INPBILL.INP_BILL_DETAIL_copy3,住院病人费用明细记录,住院就诊,intermediate,excluded,excluded,excluded_by_recheck,0,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPBILL,INP_BILL_DETAIL_copy4,INPBILL.INP_BILL_DETAIL_copy4,需要人工确认,住院就诊,intermediate,excluded,excluded,excluded_by_recheck,0,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPBILL,INP_PAYMENTS_MONEY_BACKUP2025,INPBILL.INP_PAYMENTS_MONEY_BACKUP2025,需要人工确认,住院就诊,master_data,excluded,excluded,excluded_by_recheck,0,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPBILL,INP_SETTLE_DETAIL_BACKUP2025,INPBILL.INP_SETTLE_DETAIL_BACKUP2025,需要人工确认,住院就诊,detail_fact,excluded,excluded,excluded_by_recheck,6,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPBILL,INP_SETTLE_MASTER_BACKUP2025,INPBILL.INP_SETTLE_MASTER_BACKUP2025,需要人工确认,住院就诊,core_fact,excluded,excluded,excluded_by_recheck,1,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPBILL,INP_SETTLE_MASTER_BK,INPBILL.INP_SETTLE_MASTER_BK,需要人工确认,住院就诊,core_fact,excluded,excluded,excluded_by_recheck,1,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPBILL,INP_SETTLE_MASTER_copy1,INPBILL.INP_SETTLE_MASTER_copy1,住院病人结算主记录,住院就诊,intermediate,excluded,excluded,excluded_by_recheck,0,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPBILL,PREPAYMENT_RCPT_ADD_BACKUP2025,INPBILL.PREPAYMENT_RCPT_ADD_BACKUP2025,需要人工确认,住院就诊,master_data,excluded,excluded,excluded_by_recheck,122,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPBILL,PREPAYMENT_RCPT_BACKUP2025,INPBILL.PREPAYMENT_RCPT_BACKUP2025,需要人工确认,住院就诊,master_data,excluded,excluded,excluded_by_recheck,40,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPBILL,PREPAYMENT_RCPT_BK,INPBILL.PREPAYMENT_RCPT_BK,需要人工确认,住院就诊,master_data,excluded,excluded,excluded_by_recheck,94,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPBILL,PREPAYMENT_RCPT_copy1,INPBILL.PREPAYMENT_RCPT_copy1,预交金记录,住院就诊,intermediate,excluded,excluded,excluded_by_recheck,20,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPBILL,PREPAY_ACCT_BK,INPBILL.PREPAY_ACCT_BK,需要人工确认,住院就诊,master_data,excluded,excluded,excluded_by_recheck,2,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPBILL,PREPAY_ACCT_MONEY_BK,INPBILL.PREPAY_ACCT_MONEY_BK,需要人工确认,住院就诊,master_data,excluded,excluded,excluded_by_recheck,2,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,INPBILL,TMP_030418BILL_DETAIL202605,INPBILL.TMP_030418BILL_DETAIL202605,需要人工确认,住院就诊,detail_fact,excluded,excluded,excluded_by_recheck,11171,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,系统表结构/HIS系统数据库表结构.md,建议排除,如该表仍被业务查询或接口依赖，请恢复为待确认
