system_code,source_code,relationship_id,source_db,from_table,from_columns,to_table,to_columns,join_condition,relationship_type,validation_status,validation_source,confidence,candidate_score,score_reasons,from_table_role,to_table_role,from_rows_stats,to_rows_stats,recommended_action
HIS_SOURCE,his_ready_10_10_10_15,CAND0325,10.10.10.15:1521/his,MEDREC.OPERATION,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDREC.OPERATION.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDREC.OPERATION.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,48,"PATIENT_ID,VISIT_ID,from_core,to_core_or_dim,large_to",core_fact,core_fact,527828,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0015,10.10.10.15:1521/his,DRUG_USER.OPS_PRESC_DATA,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,DRUG_USER.OPS_PRESC_DATA.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND DRUG_USER.OPS_PRESC_DATA.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,44,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_from,large_to,cross_owner",candidate,core_fact,4569270,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0017,10.10.10.15:1521/his,DRUG_USER.PHA_INP_REQUEST_DRUG_DISPDATE,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,DRUG_USER.PHA_INP_REQUEST_DRUG_DISPDATE.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND DRUG_USER.PHA_INP_REQUEST_DRUG_DISPDATE.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,44,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_from,large_to,cross_owner",candidate,core_fact,1587680,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0018,10.10.10.15:1521/his,DRUG_USER.PHA_INP_REQUEST_DRUG_DISPDATE,ORDER_NO+ORDER_SUB_NO,ORDADM.ORDERS,ORDER_NO+ORDER_SUB_NO,DRUG_USER.PHA_INP_REQUEST_DRUG_DISPDATE.ORDER_NO=ORDADM.ORDERS.ORDER_NO AND DRUG_USER.PHA_INP_REQUEST_DRUG_DISPDATE.ORDER_SUB_NO=ORDADM.ORDERS.ORDER_SUB_NO,name_inferred_candidate,candidate,column_name_pattern,C,44,"ORDER_NO,ORDER_SUB_NO,to_core_or_dim,large_from,large_to,cross_owner",candidate,core_fact,1587680,41033928,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0020,10.10.10.15:1521/his,EXAM.EXAM_APPOINTS,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,EXAM.EXAM_APPOINTS.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND EXAM.EXAM_APPOINTS.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,44,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_from,large_to,cross_owner",candidate,core_fact,1559327,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0044,10.10.10.15:1521/his,INPADM.ADT_LOG,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPADM.ADT_LOG.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPADM.ADT_LOG.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,44,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_from,large_to,cross_owner",excluded,core_fact,1233592,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0051,10.10.10.15:1521/his,INPADM.BED_TRANS_LOG,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPADM.BED_TRANS_LOG.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPADM.BED_TRANS_LOG.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,44,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_from,large_to,cross_owner",excluded,core_fact,1774570,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0069,10.10.10.15:1521/his,INPADM.PATS_IN_HOSPITAL,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPADM.PATS_IN_HOSPITAL.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C,44,"PATIENT_ID,from_core,to_core_or_dim,large_to,cross_owner",core_fact,core_fact,1122,1905243,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0102,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAILQ,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAILQ.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAILQ.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,44,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_from,large_to,cross_owner",candidate,core_fact,1167169,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0160,10.10.10.15:1521/his,INPBILL.INP_OVERDRAFT_REG_DETAIL,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_OVERDRAFT_REG_DETAIL.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_OVERDRAFT_REG_DETAIL.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,44,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_from,large_to,cross_owner",candidate,core_fact,2129962,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0168,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_SETTLE_MASTER.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C,44,"PATIENT_ID,from_core,to_core_or_dim,large_to,cross_owner",core_fact,core_fact,603455,1905243,validate_next
