系统名称,库名,Schema,表名,表中文名,表备注,来源文件名称,来源文件章节,数据库实际备注,文档备注,文档与实际库是否一致,业务域,表类型,数据粒度,总行数,活跃度判断,核心字段,候选主键,候选关联字段,是否纳入数据资产,是否进入数据治理系统,确认状态,判断依据,需要人工确认的问题
HIS_SOURCE,his_ready_10_10_10_15,COMM,NURSE_TEMPERATURE_CLASS_DICT,体温单护理类别表,体温单护理类别表,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,体温单护理类别表,待从原始表结构文档逐表精确回填,待确认,护理,字典表,一行一个字典项,0,待活跃度统计,CLASS_CODE,CLASS_CODE,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,COMM,NURSE_TEMPERATURE_ITEM_DICT,体温单护理项目表,体温单护理项目表,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,体温单护理项目表,待从原始表结构文档逐表精确回填,待确认,护理,字典表,一行一个字典项,1,待活跃度统计,CLASS_CODE+VITAL_CODE+DEPT_CODE,CLASS_CODE+VITAL_CODE+DEPT_CODE,DEPT_CODE,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,COMM,OFFICIAL_DRUG_CATALOG,公费用药目录,公费用药目录,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,公费用药目录,待从原始表结构文档逐表精确回填,待确认,药品,主数据表,需要人工确认,0,待活跃度统计,CHARGE_TYPE+DRUG_CODE+DRUG_SPEC+ITEM_CLASS,CHARGE_TYPE+ITEM_CLASS+DRUG_CODE+DRUG_SPEC,DRUG_CODE,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,COMM,OFFICIAL_DRUG_CATALOG_CLASS,,需要人工确认,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,药品,主数据表,需要人工确认,0,待活跃度统计,CLASS_CODE,CLASS_CODE,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,COMM,OPERATION_DICT_BK_20210219,,需要人工确认,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,手术,字典表,一行一个字典项,15594,待活跃度统计,,需要验证,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,COMM,OPERATION_DICT_BK_20210808,,需要人工确认,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,手术,字典表,一行一个字典项,13617,待活跃度统计,,需要验证,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,2025-07-17MED_DICT_PRICE,药品产地价格表,药品产地价格表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品产地价格表,待从原始表结构文档逐表精确回填,待确认,药品,字典表,一行一个字典项,7589,待活跃度统计,DRUG_PRI,DRUG_PRI,DRUG_CODE,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,20260325MED_DICT_BASEINFO,药品目录表,药品目录表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品目录表,待从原始表结构文档逐表精确回填,待确认,药品,字典表,一行一个字典项,5949,待活跃度统计,DRUG_CODE,DRUG_CODE,DRUG_CODE,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,6.30MED_DICT_BASEINFO,药品目录表,药品目录表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品目录表,待从原始表结构文档逐表精确回填,待确认,药品,字典表,一行一个字典项,5565,待活跃度统计,DRUG_CODE,DRUG_CODE,DRUG_CODE,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,6.30MED_DICT_PRICE,药品产地价格表,药品产地价格表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品产地价格表,待从原始表结构文档逐表精确回填,待确认,药品,字典表,一行一个字典项,7361,待活跃度统计,DRUG_PRI,DRUG_PRI,DRUG_CODE,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,7月出院患者,,需要人工确认,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,住院就诊,待确认表,需要人工确认,5361,待活跃度统计,,需要验证,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,CS_SECTION,,需要人工确认,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,药品,待确认表,需要人工确认,226,待活跃度统计,,需要验证,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,DATAPRESCRIPTIONDETAIL_DATA,,需要人工确认,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,处方,事实明细表,需要人工确认,0,待活跃度统计,,需要验证,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,DATAPRESCRIPTION_DATA,,需要人工确认,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,处方,待确认表,需要人工确认,0,待活跃度统计,,需要验证,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,DOCUMENT_UPLOAD_RECORD,单据上传记录表,单据上传记录表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,单据上传记录表,待从原始表结构文档逐表精确回填,待确认,药品,主数据表,需要人工确认,0,待活跃度统计,ID,ID,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,DRUG_EXPORT_DETAIL,药品出库明细记录,药品出库明细记录,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品出库明细记录,待从原始表结构文档逐表精确回填,待确认,药品,事实明细表,需要人工确认,427342,待活跃度统计,DOCUMENT_NO+ITEM_NO,DOCUMENT_NO+ITEM_NO,DRUG_CODE,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,DRUG_EXPORT_MASTER,药品出库主记录,药品出库主记录,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品出库主记录,待从原始表结构文档逐表精确回填,待确认,药品,事实主表,需要人工确认,92763,待活跃度统计,DOCUMENT_NO,DOCUMENT_NO,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,DRUG_IMPORT_DETAIL,药品入库明细记录,药品入库明细记录,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品入库明细记录,待从原始表结构文档逐表精确回填,待确认,药品,事实明细表,需要人工确认,522665,待活跃度统计,DOCUMENT_NO+ITEM_NO,DOCUMENT_NO+ITEM_NO,DRUG_CODE,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,DRUG_IMPORT_MASTER,药品入库主记录,药品入库主记录,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品入库主记录,待从原始表结构文档逐表精确回填,待确认,药品,事实主表,需要人工确认,172382,待活跃度统计,DOCUMENT_NO,DOCUMENT_NO,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,DRUG_OTHER_INFO,,需要人工确认,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,药品,待确认表,需要人工确认,2494,待活跃度统计,,需要验证,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,DRUG_SUPPLY_GUARANTEE,药品供应保障监测数据,药品供应保障监测数据,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品供应保障监测数据,待从原始表结构文档逐表精确回填,待确认,药品,待确认表,需要人工确认,0,待活跃度统计,ID,ID,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,DS_EXCLOUD_DRUG,,需要人工确认,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,药品,待确认表,需要人工确认,303,待活跃度统计,,需要验证,DRUG_CODE,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,GJZXBZDW,,需要人工确认,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,药品,待确认表,需要人工确认,3485,待活跃度统计,,需要验证,DRUG_CODE,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,INIT_ACCOUNT_LOG,,需要人工确认,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,药品,主数据表,需要人工确认,13,待活跃度统计,ID,ID,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,INP_PATIENT_LOG,,需要人工确认,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,患者主索引,主数据表,需要人工确认,157701,待活跃度统计,,需要验证,PATIENT_ID+VISIT_ID,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_ADJUST_PRICE_DETAIL,调价明细表,调价明细表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,调价明细表,待从原始表结构文档逐表精确回填,待确认,药品,事实明细表,需要人工确认,784,待活跃度统计,RECORD_ID,RECORD_ID,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_ADJUST_PRICE_LIST,调价盈亏记录表,调价盈亏记录表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,调价盈亏记录表,待从原始表结构文档逐表精确回填,待确认,药品,待确认表,需要人工确认,1693,待活跃度统计,RECORD_NO,RECORD_NO,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_ADJUST_PRICE_MASTER,调价主表,调价主表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,调价主表,待从原始表结构文档逐表精确回填,待确认,药品,事实主表,需要人工确认,442,待活跃度统计,ADJUST_BILLNO,ADJUST_BILLNO,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_CARE_DETAIL,药品养护记录明细表,药品养护记录明细表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品养护记录明细表,待从原始表结构文档逐表精确回填,待确认,药品,事实明细表,需要人工确认,0,待活跃度统计,RECORD_NO,RECORD_NO,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_CARE_MASTER,药品养护记录主表,药品养护记录主表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品养护记录主表,待从原始表结构文档逐表精确回填,待确认,药品,事实主表,需要人工确认,0,待活跃度统计,,需要验证,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_CHECK_DETAIL,盘点明细表,盘点明细表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,盘点明细表,待从原始表结构文档逐表精确回填,待确认,药品,事实明细表,需要人工确认,28540,待活跃度统计,,需要验证,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_CHECK_DETAIL_2025-9-1,盘点明细表,盘点明细表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,盘点明细表,待从原始表结构文档逐表精确回填,待确认,药品,事实明细表,需要人工确认,5274,待活跃度统计,,需要验证,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_CHECK_MASTER,盘点主表,盘点主表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,盘点主表,待从原始表结构文档逐表精确回填,待确认,药品,事实主表,需要人工确认,37,待活跃度统计,CHECK_NO,CHECK_NO,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_CODE_GENERATE_RULE,单号生成规则表,单号生成规则表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,单号生成规则表,待从原始表结构文档逐表精确回填,待确认,药品,待确认表,需要人工确认,0,待活跃度统计,ID,ID,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_CODE_MASTER,单号主表,单号主表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,单号主表,待从原始表结构文档逐表精确回填,待确认,药品,事实主表,需要人工确认,0,待活跃度统计,ID,ID,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DETAIL_STORAGE,药品结存记录,药品结存记录,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品结存记录,待从原始表结构文档逐表精确回填,待确认,药品,事实明细表,需要人工确认,96569,待活跃度统计,,需要验证,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_BASEINFO,药品目录表,药品目录表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品目录表,待从原始表结构文档逐表精确回填,待确认,药品,字典表,一行一个字典项,6040,待活跃度统计,DRUG_CODE,DRUG_CODE,DRUG_CODE,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_BASEINFO_RECORD,药品修改记录表,药品修改记录表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品修改记录表,待从原始表结构文档逐表精确回填,待确认,药品,字典表,一行一个字典项,1484,待活跃度统计,,需要验证,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_DEPT,药房药库名称编码表,药房药库名称编码表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药房药库名称编码表,待从原始表结构文档逐表精确回填,待确认,药品,字典表,一行一个字典项,20,待活跃度统计,,需要验证,DEPT_CODE,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY,药品字典厂商,药品字典厂商,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品字典厂商,待从原始表结构文档逐表精确回填,待确认,药品,字典表,一行一个字典项,1569,待活跃度统计,FACTORY_ID,FACTORY_ID,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_INTYPE,药品字典入库类型,药品字典入库类型,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品字典入库类型,待从原始表结构文档逐表精确回填,待确认,药品,字典表,一行一个字典项,17,待活跃度统计,IN_KIND,IN_KIND,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_LOC,药品字典库位编码,药品字典库位编码,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品字典库位编码,待从原始表结构文档逐表精确回填,待确认,药品,字典表,一行一个字典项,1500,待活跃度统计,ORG_CODE+STORE_CODE+LOC_CODE,ORG_CODE+STORE_CODE+LOC_CODE,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_LOCRULE,药品字典库位编码规则,药品字典库位编码规则,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品字典库位编码规则,待从原始表结构文档逐表精确回填,待确认,药品,字典表,一行一个字典项,20,待活跃度统计,ORG_CODE+STORE_CODE+SORT_NO,SORT_NO+ORG_CODE+STORE_CODE,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_OUTTYPE,药品字典出库类型,药品字典出库类型,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品字典出库类型,待从原始表结构文档逐表精确回填,待确认,药品,字典表,一行一个字典项,21,待活跃度统计,OUT_TYPE_ID,OUT_TYPE_ID,,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_PRICE,药品产地价格表,药品产地价格表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品产地价格表,待从原始表结构文档逐表精确回填,待确认,药品,字典表,一行一个字典项,8488,待活跃度统计,DRUG_PRI,DRUG_PRI,DRUG_CODE,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_PRICE_20250822,药品产地价格表,药品产地价格表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品产地价格表,待从原始表结构文档逐表精确回填,待确认,药品,字典表,一行一个字典项,7623,待活跃度统计,DRUG_PRI,DRUG_PRI,DRUG_CODE,否,否,待人工确认,未命中核心业务关系且上一轮为 candidate,是否仍在当前 HIS 业务流程或数据治理口径中使用
